"promptID","premise","splits"
"83657","Think of it this  When consumer confidence declines, it is as if, for some reason, the typical member of the co-op had become less willing to go out, more anxious to accumulate coupons for a rainy day.","dev"
"6118","His son Bill was a professor in the Princeton math department, and his granddaughter Julie was my best friend.","train"
"2213","For most quiz participants, the precarious venture that needed saving was either a failing TV show or a foundering political campaign.","train"
"100956","M arv Albert is back in the national broadcasting booth.","train"
"80754","Time publishes its second annual roster of America's 25 most influential people.","train"
"70160","Like in the old days in Chicago when   oh, who are we kidding?","train"
"106929","The difference now is that the company has finally figured out how to make its more unorthodox tactics pay off on the bottom line.","train"
"127387","His future colleagues estimate that as a consultant, he'll earn at least half a million dollars a year, and perhaps as much as $3 million.","train"
"124826","But the breakfast is finished, and here is the rest of the cold day ahead ...","train"
"29080","The Globe stretches the reconciliation theme to new heights with a story suggesting that the fates are trying to bring John F. Kennedy Jr. back to his ex Daryl Hannah.","train"
"124842","Unlike, say, burning the flag, the act of making a political contribution is not primarily intended to send a message.","train"
"121860","The dress and Monica's story would nail him, an open-and-shut perjury case.","train"
"97066","Also, disappointing earnings reports from Intel and other blue-chip companies in the two weeks leading up to the crash caused investors to question the value of entire portfolios.","dev"
"73065","(If Bush were a movie, he'd be the new Star Wars : the closely guarded, breathlessly anticipated next episode in a multigenerational saga of family destiny.","train"
"75216","What would you recommend?","train"
"22972","The author says he has stopped writing about the Senator.","train"
"79776","In all discussion of metaphor, writes H. W. Fowler in Modern English Usage , it must be borne in mind that some metaphors are living, i.e., are offered and accepted with a consciousness of their nature as substitutes for their literal equivalents, while others are dead, i.e., have been so often used that speaker and hearer have ceased to be aware that the words used are not literal.","train"
"104207","But perhaps the utility of newspapers--their ability to provide truth and understanding--is beside the point.","train"
"27828","So, I think something can be worked out.","train"
"42712","If you're lying, shame on you.","train"
"110293","Like the other doctors I met, he was quick to brag about his high-tech accomplishments.","train"
"113174","Internet gossip Matt Drudge milks his newfangled celebrity, debuting a half-hour political chat show.","train"
"66004","Thus shielded, she has never looked so exposed.","train"
"115195","Instead, they drive her to the farmhouse, where she then tries to stop them from killing both Brandon and their friend Candace.","train"
"42251","An article explicates curling (shuffleboard on ice with brooms), the one game in all the world wherein the human participants move faster than the object they put in play.","train"
"24217","A piece describes the Learning Channel's new women-targeted reality TV  A Wedding Story , A Baby Story , and A Dating Story , featuring real-life marriages, babies, and dates.","dev"
"92422","In the ancestral environment a man would be likely to have more offspring if he got his pick of the most fertile-seeming women.","dev"
"139080","Instead, the task of defending Bradley fell to Erving, who shrugged that it's probably a debatable issue, but knowing Sen.","dev"
"72470","The most recent poll suggested that the anti-poker forces would win in a  More than 60 percent of voters favored banning poker, and only 16 percent wanted to keep it.","train"
"38026","When invoking this concern, it is not necessary to specify--and indeed it is hard to imagine--what conclusion short of victory a guy like you, who flings around terms like exit strategy, would find minimally satisfactory.","train"
"36546","What critics like most about novelist and travel writer Paul Theroux's new work of fiction--about a British family in Hong Kong as the Chinese government takes back control--comes less from the novelist than the travel writer.","train"
"116377","China could never trump the warhead blizzard Washington would send in retaliation against any atomic attack, though the country would be loath to cede to U.S. missile defenses the deterrence afforded by its handfuls of warheads.","dev"
"57921","But there is a more fruitful way to look at  He is the first high-profile newspaper man in a long time who actually believes in newspapers.","train"
"24015","In a way, it's Bradley's fault.","train"
"140250","Ultimately, what's most important about Disney's struggle to turn ABC around is how impressive it makes the company's management of its own franchise look.","train"
"75819","During the rampage, a mother told her children to pretend they were dead, unaware that two out of four already were.","train"
"123656","That's why Clinton talks about the first category, while the protesters talk about the second.","train"
"99599","The main reaction to the older ballets is, Wow!","train"
"80659","So measured GDP might well fall very little, or even rise.","train"
"52991","So what besides that?","train"
"146119","Clinton urged Congress to pass the Employment Non-Discrimination Act, which would ban job discrimination against gays.","train"
"107600","If Moynihan has anything to do with it, Al Gore will not get Bill Clinton's.","train"
"120653","They both laughed.","train"
"140920","So says my TV.","train"
"128713","The one thing that inclines me to vote for Inglis is his attempts to kill the Southern Connector (the needed highway of Plotz's example).","train"
"101666","The only figure to emerge untainted is Hillary Clinton, whose approval rating is 33 percentage points higher than it was before the scandal.","train"
"16199","Or is it?","train"
"42321","Now sink of sorrow I who live--the more the wrong!Who wishing death, whom death denies, whose thread is all too long;Who tied to wretched life, who looks for no relief,Must spend my ever dying days in never ending grief.","dev"
"59088","That may be true, but the connection between the gay awakening and the student rebellion of 1968 is an oblique one.","train"
"62452","I am a lacto-vegetarian.","dev"
"103559","A martini should be gin and vermouth and a twist.","dev"
"97974","First, the horsemen brought out a teaser horse.","dev"
"144909","The modern semigogue speaks liltingly about children and education and health and public safety.","train"
"101657","Flytrap's only silver  a new concern about the erosion of privacy.","train"
"2400","Worse, FDR tended to give Stalin what he wished, thus making possible the immense satellite empire of Communist totalitarian states in eastern Europe.","train"
"114115","Above all, I don't condemn the practice of paying journalists to tell their sources' stories.","train"
"43224","I said it and I'm glad.","dev"
"58701","Food and Drug Administration panel found.","train"
"6066","But the GOP's eagerness to embrace them does suggest a certain hypocrisy.","train"
"143789","What a brilliantly innocuous metaphor, devised by a master manipulator to obscure his manipulations.","dev"
"123567","The American Dream has become making movies.","train"
"114257","Bill Bradley does not talk about his religous faith on the campaign trail.","train"
"100432","The president, still furious at the House's indictment of him, doesn't work with House Republicans.","train"
"50892","Being christened 'Merlin D. Tuttle.","train"
"69634","No one is going to better him in this area.","train"
"5848","So let me draw a slightly different moral from the saga of beach volleyball as it has evolved in our  If, as Speaker Gingrich says, the price of volleyball is eternal freedom, still it may take a village to raise a volleyball net.","dev"
"23625","Britons, however, trumpet their poet laureate as worthy of the ranks of Blake, Keats, Hardy and Auden (the Times of London).","dev"
"51120","They excoriate Reed.","train"
"64316","I don't want to die right now.","train"
"107294","For all his bluntness, Wolff never concedes that the product he was selling--essentially another set of Web directories--wasn't that appealing.","train"
"129001","But auctions have survived the winner's curse for millenniums, and even the Internet is unlikely to change that.","train"
"61814","Never in the annals of medicine has a viral plague been stopped by any therapy.","train"
"144160","It is true it is told from the point of view primarily of those who tried to save preference, and one may be able to take issue with some of the journalistic flourishes, as you do, but aside from characterization of the participants I don't detect bias.","train"
"94410","wouldn't have a hard time keeping up with them.","train"
"21980","He was 65 at the time.","train"
"103072","At common meals they glowered from separate tables.","train"
"103909","Watergate remains for many an unhealed wound, and Clinton's critics delight in needling him with Watergate comparisons--whether to Whitewater or Flytrap.","dev"
"107571","Though he is a graceful writer and a skilled reporter and has a sharp mind, Safire is hitting with a corked bat.","train"
"12376","The University of Michigan thinks so, and on the weekend of April 9, it gathered an array of dissidents, Communists, and priests to make the case.","train"
"52558","There is compromise.","train"
"121411","The gravy formed strings as I lifted the fork to my mouth.","dev"
"125248","Among the Morris microinitiatives that didn't quite make it were a 33-cent postage stamp, with a penny going to your favorite charity, and a plan to force banks to meet new anti-mugging standards for ATM machines.","train"
"58731","You mean you want to slip into something that might attract the attention and admiration of a fellow mammal?","train"
"104935","Instead of indulging in the usual teary nostalgia about baseball (that means you, Ken Burns), Will considered it as a craft, explaining exactly why a manager calls a hit-and-run now and not on the next pitch, how a pitcher sets up his fastball, why a shortstop moves in a step for one kind of double play and out a step for another.","dev"
"42199","I win both bets, scoring 125 samoleans.","train"
"65513","It arouses wonder.","train"
"86925","64) have angered fans to the point of revolt.","train"
"97133","(So, while she was dragged into the scandal against her will, it was her own loquaciousness that made the dragging possible.)","train"
"74564","Feral cats in poor neighborhoods like mine spread diseases, and their large number can make you feel you're living in a litter box.","train"
"45361","A three-way with Jefferson Davis?","train"
"122311","Once that fact has sunk in, a cultural historian can assess the true magnitude of the problem that Unauthorized Freud only glancingly  how 20 th century secular intellectuals, not excepting journalists in therapy, could have been so thoroughly bamboozled.","train"
"95749","Cinderella victors shook up the NCAA men's basketball tournament . In the West, 10 th -seeded Gonzaga, which has already taken out seventh-seeded Minnesota and second-seeded Stanford, has a good chance of becoming the third double-digit seed ever to reach the quarterfinals.","train"
"14272","Inflation is supposed to be a deadly poison, not a useful medicine.","dev"
"144563","If you're a technological determinist, there is no privacy law, not in cyberspace.","train"
"68203","After all, it's heads you become wealthy beyond the dreams of avarice, tails you get some bad press (and lose the money you yourself put in--but when you are allowed to make a trillion-dollar gamble with only $2.","train"
"143193","All that does is create a huge political nightmare for people.","train"
"61193","Slate 's Movies Today dialogue between David Denby and Alex Ross has inspired some interesting posts in the Movies and Television thread.","train"
"932","The movie, one of the year's most pleasant surprises, is the antithesis of Todd Solondz's Happiness , a humanist's answer to Solondz's evident conviction that life is all dead ends.","train"
"138853","There's an off-campus?","train"
"25977","Master P was a hood and a hustler, and even as a corporate man, he behaves like a hood and a hustler.","train"
"36755","Marry, Marry, Quite Contrary","train"
"72384","However, in the off-field (sentimental) tournament, the Falcons and Jets have more appealing story lines.","dev"
"107433","11 This is a midlife crisis.","train"
"65326"," If most people live another fifty years after college and if college costs a total of more than $100,000, then the additional sex achieved by college students over their high school counterparts is purchased at Heidi Fleiss  about $1,000 per.","train"
"110552","Perot's favorite candidate at the moment appears to be Buchanan, who has made noises about bolting the GOP and joining the Reform Party.","train"
"110997","Bob Dylan is in the hospital with a chest infection.","train"
"52300","Opponents of gay rights called the decision a deeply disturbing blow to the institution of marriage, but they promised to limit its effects to Vermont.","train"
"102909","Under the headline Tina-bopping, the newspaper quoted from an article she had written for her own magazine about the White House dinner for the British prime minister, accusing her of sheer gush and babbling soppiness toward both him and his host, the president.","train"
"144725","Willie's going to be politically furloughed to terrorize again.","train"
"72482","What on Earth Are These Two Talking About?","train"
"85900","This December, it will happen  Tens of thousands of children will hound their parents into buying charming Dalmatian pups for Christmas.","train"
"79013","But it just might be because he's afraid he'll lose his No.","dev"
"65541","Not only did he attack Helms July 15, but he deliberately embarrassed the White House--which had refrained from quarreling with Helms--by calling on Clinton to speak up for his confirmation.","train"
"74760","Is it the right-wing commissar Norquist, who defied subpoenas from the Thompson Committee about his role laundering campaign contributions for the Republican National Committee (he is contemptuous of the law)?","train"
"116059","These days, newspaper writers are no longer allowed the kind of license he took.","dev"
"8974","That's a question about politics, not economics, so maybe it's best directed to a different sort of expert.","train"
"132510","But what separates documentary from fiction is that real people are often more complicated, and more conflicted, than finished characters--as Brenda proved to be more (or, at least, other) than the sum of her parts.","train"
"20221","So, in a way, the link to this story is a deep hyperlink, because it avoids our home page.","train"
"2746","Four lesser conspirators were convicted in 1994; another suspect escaped, probably to Iraq.","train"
"100089","Virtually without narration, the spot ends with a row of condom packages morphing into the name of the product.","train"
"101152","You can stare at Cruise's mask as he takes in the orgy and swear you see the wheels turning in his head.","train"
"142982","That's doubtful.","train"
"113902","It requires, for example, permission from the rabbi and renting from an anti-Semitic landlord.","train"
"111634","They wouldn't do it with just any woman.","train"
