promptID,premise,splits
72416,It'd be nice to know more about that trend.,train
21819,I'm not sure how with a pair of e-mail messages I managed to effectively double the price of Chuck Close lithographs.,train
15048,"Most important, with the first primaries still months away, the Gore campaign hasn't advertised much to bring newcomers to the site.",train
38742,"Some people want a Caddy and others want a Chevy, he shrugs.",train
139083,The bottle suggested one 3-milligram tablet before bedtime.,train
61779,"Teacher of the Year Andrew Baumgartner is the kind of educator who has delighted his kindergarten students with a wedding for Sleeping Beauty, complete with limousine and cake, teaching them, I suppose, that nothing is worthwhile unless it is entertaining.",train
37453,Part of the answer may be that our financial system has become dangerously efficient.,train
111928,"But others praise it as a minor-league farm team for potential NATO members, and celebrate its civilizing influence (some PFP members have settled long-standing border disputes).",train
146166,"In Other Magazines sizes up the Time , Newsweek , and other major periodicals--usually before they hit your mailbox or local newsstand.",train
21373,"Yes, our parents had many of the same sexual traumas we did but, no, we don't want to hear about them in detail.",train
103090,To continue discriminating is to throw away an opportunity for unprecedented financial success.,train
113513,"She made a great number of friends, from village women to guerrilla leaders, multiplying the number of foreign contacts she faithfully reported on the security form required of all CIA applicants.",train
108323,Arafat is also ailing and has no clear successor.,dev
35916,"Somewhere in the Maryland panhandle, E and I were for some reason discussing Wendy Shalit's book, The Return of Modesty , which makes the case for chastity, patience, courtship, etc.",train
104873,"If you missed the link to the refresher on harassment law and its history, click .",train
112132,And then he published a triumphal scoop.,train
136380,"Well, it appears that Robert Ferrigno (see Kiss My Tan Line) has done well at touting the Californian presence here in Seattle.",train
60158,I find the paper by the critics more than extremely unfair.,train
109928,"People can be weak, and money is all too often the way to their heart.",train
145997,"He said this concern had to do with the law, not with ethical and moral implications.",train
73948,"As a college student familiar with all the latest urban lingo, I believe the proper term to be used in these contexts is boink.",train
1061,"Why no journalistic outrage about that ? Well, for starters, try looking at a grainy newsweekly-sized photo of Lou Gerstner and see if it makes you remember Pearl Harbor.",train
126478,They celebrate the U.S. women's comparative innocence.,train
84297,"This is a controversial practice even in Mozart concertos, and unheard of in 19 th -century works.",train
111101,"When asked about the Bible's literal account of creation, as opposed to the attractive concept of divine creation, every major Republican presidential candidate--even Bauer--has squirmed, ducked, and tried to steer the discussion back to faith, morals, and the general idea that humans were created in the image of God.",dev
24939,So--contrary to what we're told by orthodox economic theory--two individuals with exactly the same preferences and exactly the same opportunities can adopt dramatically different attitudes toward saving.,train
62177,"There are no shares of a stock that might someday come back, just piles of options as worthless as those shares of Cook's American Business Alliance.",dev
21050,An accident 40 times worse than Chernobyl is possible.,train
87325,"And while Lewis believes Said to be motivated by a crude anti-Western leftist animus, Ahmad finds him altogether too enamored of the canons of European literature and avers that Said possesses a very conservative mind, essentially Tory in its structure.",train
61321,"The most devastating rebuttal is from the chemist in charge of the Auschwitz analysis, who explains that the gas wouldn't have penetrated more than 10 microns into the wall (a human hair is 100 microns thick), so by crushing the samples (standard procedure), he had effectively diluted the cyanide 100,000 times.",train
80480,The University of Chicago has chosen a new president--but the debate over the ongoing shake-up at the school continues.,train
28790,Is the problem now more severe?,train
133833,"Second, with each of those lost sales, it loses a potential user of Internet Explorer.",train
75477,"Instead I turned right, toward the men's department, still searching for those pants.",train
61670,"The book is no longer a guide to daily life and an antidote to the worries of its era (Molly O'Neill, the New York Times ). (The Joy of Cooking site plugs the book and gives its history.)",train
109657,Critics revel in his fresh dish (Clinton turns apoplectic over the slightest unfavorable mention,train
21174,"Whether, in an age of multinational capitalism, we may talk reasonably about a post-colonial era is way beyond the scope of this article.",train
109099,"It is enough that tragedy once again punished the Kennedys, wrote Cohen.",train
110739,"He still exaggerates the hostility displayed, and says that Saxton won't let me answer when in fact Reich's chief economist is later allowed to deliver a lecture-length reply.",train
101756,"But from there, he goes wrong.",train
124352,Rumor has it that the next object of touchy-feely bowdlerization by Disney is Beowulf.,train
53113,"On Saturday, Mainichi Shimbun devoted its main editorial to Britain's new defense cuts, pointing out that Britain expects to save 141 billion yen on its defense bill over the next three years, while Japan's defense expenditure continues to rise.",train
72166,"As long ago as 1939, Sir John Hicks, one of the founders of modern economics, noted that increasing returns, if tolerated, could lead to the wreckage of a large part of economic theory.)",train
214,"No; it is not possible you should love the enemy of France,  but, in loving me, you should love the friend of France; for I love France so well that I will not part with a village of it; I will have it all  and, Kate, when France is mine and I am yours, then yours is France and you are mine.",train
91487,"In Congress, where people think of themselves as underpaid, there's hostility toward Bill Gates based on the fact that he's got a lot of dough and doesn't share it with people like them.",train
6094,"Her last husband, and manager, George Richey, was more than overcome by her death.",train
145001,"We must only hope that our Pakistani friend does not get to sound too much like the aforementioned Mr. Russert--or any of the other Sabbath gasbags, to use the phrase that the wonderful Frank Rich has popularized.",train
121841,"As any 10-year-old knows (and game theorists can now elaborately prove), three-person secrets are particularly troublesome in this regard, because nobody can ever pinpoint which of the other two might have cheated.",train
64838,"An initiative on the November ballot asks voters to approve slot machines and video poker, proceeds of which will be used to build esteem among the native peoples.",train
66776,"Historians may also question whether the Steunenberg affair, on its own, touched off, in Lukas' words, a struggle for the soul of America.",train
66202,"In one famous case, Inglis helped kill federal funding for a needed highway, requiring the state to build a toll road instead.",train
96887,And it reports that a friend says Sheen likes free-basing and he keeps loaded guns in the house.,train
85329,"Crazy  Richard Nixon and All That Jazz , by Leonard Garment (Times Books).",train
79575,"The other rhetorical way out for Republican politicians is to say that you yourself are as hard-core as ever, but since a majority of Americans apparently disagrees, there's no point in trying to do anything about it it.",train
100215,"Bettelheim believed grandiosely in being a guide, but he had fundamentally humble guidance to  that in the end, as in the beginning (one of his favorite phrases), one can hope to grow only by endeavoring to be one's own guide.",train
21858,"And, as for the type of respect we  Machiavelli's advice--that it is better to be feared than loved--will make much less sense in the 21 st century than it did in the 16 th . Goodwill toward America is becoming a national-security asset worth cultivating.",train
115828,"Consider for instance, the following item in today's Times : An article on July 18 about allegations of sexual misconduct among New York City police officers misstated the street number of what was said to be a brothel frequented by officers.",train
111304,"He couldn't free himself, of course, not from the Kennedys, not from anyone.",train
79548,"Most alarmingly, convenience gambling exacts huge social costs in the form of addiction and financial hardship without providing any economic benefit.",train
101674,"Cholesterol isn't necessarily unhealthy, and margarine is as bad as butter.",train
106766,"In one way, though, it is more exact.",train
138611,"This is a delightful example of what lawyers call a bootstrap argument: If anyone points out that you've broken the rules, that's a challenge to your integrity, which requires reassuring the public, which means you have no longer broken the rules!",train
49442,"After writing a polemical 1996 essay attacking Huckleberry Finn as immoral, Pulitzer Prize winner Smiley sets out to improve on Twain with a novel about an abolitionist woman in antebellum Kansas Territory.",train
77003,"Having fractured the international coalition, Saddam no longer fears the prospect of invasion from the  Nations like France, Russia, and China have sworn to veto any U.N. military action because they want to protect the post-sanctions oil deals they've penned with Iraq.",train
141288,"If Birdwhistell, in his travels, had been looking not for smiles but for smirks , Chatterbox strongly suspects he would have found lots of them on the smile-barren East Coast, especially in the vicinity of its prep schools and Ivy League universities . Here's a thought  Summon up a mental image of Ali McGraw, the smirkiest performer in the history of the movies.",train
116327,"Its well-tended (by the federal government) parks, monuments, mansions, embassies, and museums can compare with those of any city in the world.",train
39678,A 1994 Roper Poll concluded that the NewsHour is perceived by the public as the most credible newscast in the country.,dev
131635,"The online Times offers a daily Whitewater, Etc. update, as well as flashbacks to Whitewater coverage from a year and two years ago.",train
131122,The overlapping dialogue and squealing Cuban-African music heard over tinny-sounding radios seems meant to induce a migraine to accompany the seasickness.,train
12758,"And on tour with the president in Africa, Jesse Jackson gives Maureen Dowd his theology of the Lewinsky  There are nine more Commandments.",train
96583,"Mack Lee, Body Servant of General Robert E. Lee Through the Civil War , published in 1918.",dev
83156,Neither exercise is intended to revive the patient.,train
97702,"I agree that we have a regular recession and that the currency board prevents us from applying the usual recipe, but it's not clear that it would work, and at this point breaking the peso commitment would be extremely onerous.",train
123388,"The Post 's Michael Kelly goes cutesy today, dedicating his column to the regular broadcasts of what he calls National Tom Radio, the daily pronouncements of his 2 a year-old, in the process probably setting some kind of record for the number of occurrences of the word mommy in a Post op-ed piece.",train
6743,This should only matter if the person governing is governing over the place where admission to same is the governor's prerogative.,dev
18216,"Unfortunately, that's a principle that doesn't seem to be at work in a capital market that just can't say no.",train
55045,"But, Slate protests, it was [Gates'] byline that appeared on the cover.",dev
96143,"This one-way connection will offer speeds up to 150,000 bits per second.",train
51649,"One vivid  After the embassy bombing, Chinese officials produced an anti-NATO music video.",train
23426,"If there is a cultural civil war going on, the Mediaphiles--led by Wall Street--have routed the 'phobes.",train
129021,You don't understand how important this is.,train
72590,"Last year the British publication of these never-published 39 poems occasioned accusations of misogyny, sordidness, and racism (one of the poems is titled King Bolo and his Big Black Kween).",train
115792,Their actual relationship was more complicated.,train
46755,"Mark Shields looks directly at Robert Novak on Capital Gang and calls him Al Hunt, much to the amusement of the other panelists.",train
112800,Chapter 1: His real name was Leonard Franklin Slye.,dev
100436,Flytrap also bears some responsibility for Washington's paralysis.,train
127836,Some bugs are hell to track down.,dev
49943,He knew he was about to crash.,dev
128367,"The political spin is that Bauer will be the Pat Buchanan of 2000: He lacks experience in elected office and is too conservative for most voters (he plans to make anti-abortion legislation a cornerstone of his campaign), but he will have plenty of diehard donors, volunteers, and caucus-goers from the religious right.",train
14541,Re Paste Test: I'll have to put the hex on Colgate Total.,train
24383,"Twenty-five days after that conversation, Johnson invited Kennedy to the Oval Office and told him face to face that he didn't want him as a running mate.",train
140293,"Contrary to press reports, it's possible that someone entered the house from outside.",train
18583,The first is that CBS's spiking of the interview turned Wigand into an even bigger story than he would have been otherwise.,train
75778,"Remember that only one generation before my remembered holiday party, most people didn't have health insurance at all.",train
20622,"The decline in prices to their fundamental level may be gradual, and even a crash may not turn into a larger economic disaster.",train
28401,"Since all these are changes in how we live, not anything innate, we have to conclude that what we are describing here are effects of environment, not genes.",train
68286,I am at play right now.,train
41883,"We all know people who are essentially hotblooded, or melancholy (which literally means black bile), or phlegmatic, or who view the world with a jaundiced eye.",train
2980,"You've seen this sort of picture  People get drunk and drag skeletons out of closets, and the tension between the formal dinner party rituals and the truths that simmer beneath the surface give way to a Walpurgisnacht . The anti-patriarchal content is fairly routine, but you should see the movie anyway because the director, Thomas Vinterberg, is a great, hypersensitive filmmaker whose edgy, grainy, caught-on-the-fly camerawork seems to make the very celluloid shiver with rage.",train
78087,The pessimistic one will lead to the other.,train
52476,"One could argue, charitably, that the movie is meant to be prescriptive, that Barker intends for us to regard the ways in which his subjects delude themselves and thereby learn to see through our own self-delusions.",train
94812,"Appealing as that position might sound, it's also suspiciously incoherent.",train
104366,"But there is a very fine line between such arguments for collective action and supercilious paternalism, especially when cultural matters are concerned; are we warning societies about unintended consequences or are we simply disagreeing with individual tastes?",dev
114176,It's also why he would make a lousy president.,train
123657,Unrestricted trade will help U.S. industries in the first category but will wipe out those in the second category.,train
98122,"The Wall Street Journal declared it the latest sign of an American moral apocalypse littered with condoms, fear of school prayer, hysteria over Gen.",dev
48659,"Neither mother nor daughter is made distinctive this time around, except in the most heavy-handed way.",train
76921,"There ought to be room in the retelling of it for the letters Mark Twain and Frederick Douglass exchanged, for the similarities between Invisible Man and Ben Franklin's Autobiography , for the presence of Charles Chesnutt at the banquet to honor Twain shortly before the latter's death, and for the monument in Mississippi to the slaves who rode with a band of Confederate irregulars.",train
65590,It was a pleasure working with you.,train
73964,"On the downside, the band relies heavily on its predecessors, and some songs sound lifted directly from the Ramones, the Runaways, and Metley Cree (they also cover the Cree's Too Fast For Love).",train
284,"For with the proliferation of shifting public signage, slogans, logos, and the lava flow of printout, the words on your clothes are now what certify your physical existence.",train
114167,"He would take notes on his yellow pad and sum up the sense of our meetings in an orderly manner, as he had always done.",train
