"promptID","premise","splits"
"59184","The Vagina Monologues (Hammerstein Ballroom, New York City).","train"
"12428","In 1954, some experimental psychologists randomly divided 24 sixth-grade boys into two groups and took them to Robbers Cave State Park, Okla., for summer camp.","train"
"143496","This bill protects our children from drug dealers and pedophiles, and it's unfortunate that the Democrats have put special interest pressures ahead of our children's safety, Crane said.","train"
"127838","They are not.","train"
"79951","He picked 12 men from the bottom ranks of the business and forged them into an organization that conquered the world, reads a typical Barton sentence.","train"
"34347","A 1996 federal welfare law separated rights from entitlements, denying legal immigrants access to government housing and welfare while still requiring them to pay taxes.","train"
"81723","The disorder hardly seemed to exist before the stimulant Ritalin came along.","dev"
"25110","The San Francisco Giants are planning a similar arrangement for their bayfront stadium, assembling about $240 million in private funds and persuading the city to pay for some of the infrastructure.","train"
"105479","(He runs the NewsHour as if it were a Senate office and he, the senator, says one veteran of the show.)","train"
"62396","Newsweek 's cover considers The O.J.","train"
"59355","You did not see her go in or see her come out.","train"
"142492","The piece finds the Supreme Court justice bitter at his lot and deeply suspicious of the white world.","train"
"80267","Web advertising is smart, in the sense that it can be far more detailed and specific and because it can reach a target with surgical precision.","train"
"132493","Some House Republicans, including DeLay, have fired back at Bush, accusing him of betraying them, meddling in their business, and distorting their ideas.","train"
"66790","Later he wrote an essay titled Consolatio, which probably dealt with this subject and which I have not read.","train"
"18183","Now I just wish more forms would allow me to omit Mr. from my name ...","train"
"42745","The event is the definition of a crowd pleaser, replete with appearances by the Rockettes, the Mormon Tabernacle Choir, and Santa Claus (the act isn't entirely without bite; there's also a very funny moment involving a heart attack).","dev"
"35512","And finally, after years of exposure to even the liveliest comic mind--and Martin certainly has one--we can all make up our own Steve Martin gag or Trent Lott denial or Ronald Reagan unworkable budget policy.","train"
"100968","One is lulled into thinking that these contorted bathers are mere exercises in the handling of pastel, and not the work of, in the poet Paul Valery's words, a supremely cruel authority on female contours and poses.","train"
"66291","As the introduction to the Loeb edition says, In February 45 [a year before he wrote De Senectute] the death of his adored and only daughter drove him into a frenzy of writing in an effort to forget his grief.","train"
"77294","With the exception of Bullmore's ghastly Rezia (her accent is pathetic), the rest of the actors are  Michael Kitchen as old Peter Walsh, who melds so perfectly with Alan Cox, the young Walsh, that I wondered if Gorris had got hold of a time machine and used the same actor twice; Selina Cadell's rough-hewed missionary Miss Kilman; Sarah Badel's stout and effulgent Lady Rosseter (the aged Sally Seton); Oliver Ford Davies' lockjawed twit Hugh Whitbread; John Standing's anxiously settled older Dalloway; and the lyrically foolish Lady Bruton of Margaret Tyzack, full of liberal schemes for helping the unemployed by shipping them off to Canada.","train"
"43648","He ran for Congress from Massachusetts and, revitalized, served for 18 years--notably helping to overturn the shameful gag rule that forbade the reading of anti-slavery petitions on the floor of the House.","train"
"58676","Bush's  Christ, because he changed my heart.","train"
"137906","This whole unsavory episode brings back memories of skits with Monty Python ! One of my favorite lines was, You are guilty of six--no, seven--charges of heresy.","dev"
"102718","Why don't the courts put a stop to this?","train"
"78969","While Los Angeles aims an occasional rhetorical jab at the left, Rieff's second book on Miami, The Exile , was an act of defiant apostasy, sympathetic to the Cuban emigres' sufferings and aspirations, and contemptuous of the Castro regime.","train"
"126492","The Bulls were winning by 11 points, but the Bullets were hanging tough.","train"
"84743","[L]ike Beckett written for soap opera, says Lyons; its sometimes poetic, sometimes pseudo-poetic, and intermittently flat prose seems a pale imitation of, alternately, Eugene O'Neill, James Joyce, Hugh Leonard, Brian Friel, and Shakespeare, says Simon.","train"
"26744","Unfortunately, following the vogue of conceptualism, Kentridge has entered a film in the show, , which uses animation of sketches much cruder than the ones he usually does interspersed with documentary footage from the apartheid era.","dev"
"121344","  An excerpt of a new Al Gore biography points out that by enlisting in the military, Gore all but ensured he would avoid Vietnam combat, but it rejects the claim that Gore received special treatment or protection.","train"
"6060","Of course they cut welfare rolls.","train"
"123763","Main  The rhymes are only so-so, and the tired sexual politics that provide most of the lyrical subject matter send a mixed message.","train"
"108348"," Twenty percent of students take psychopharmaceuticals, from Adderall to Zoloft.","train"
"1963","That's probably more accurate, without making a definitive statement.","train"
"36376","In the market for personal computers, the value of a machine is directly proportional to the number of applications that run on it.","train"
"40302","My two-fold answer, even if it makes us all uneasy, is to reintroduce vivisection on a limited basis to all medical schools and to allow surgical practice on the recently dead donated bodies.","train"
"57027","Early reports blamed Mexico, whence the strawberries came in violation of the U.S. ban on foreign ingredients in school lunches.","train"
"102499","The model rules have been adopted (usually with amendments) in more than 40 U.S. jurisdictions (not including New York).","train"
"98960","What's in this for Bradley?","train"
"16694","If granny needed an operation, there went the tuition for junior's college.","train"
"15588","Topics  phone sex, a menage a trois, and lesbian trysts.","dev"
"63905","Indeed, many small and furry animals tend to be funny and, if you squint, resemble genitalia taken disturbingly out of context and scampering about the place.","train"
"28335","And the only discernible reason Bill Bradley--a Gore clone in both middle-road policy and stump awkwardness--is polling 25 percent of Democratic voters is that he is independent of the Clinton scandal machine.","train"
"28714","Maybe even Al Gore will soon exalt with a broad smile the vibrant U.S. ecology.","train"
"90704","Because CNN executives crash so frequently, CNN devotes round-the-clock coverage to   wait, that doesn't quite follow.","train"
"19911","(Fine Line Features).","train"
"73443","The building blocks of FACS are 46 action units  (AUs) such as a wrinkling of the nose, a puffing of the cheeks, dilation of the nostrils, squinting, and so on.","train"
"84661","You're reading the paper they wanted to make.","train"
"88385","And so the movie, after a miniclimax or two, just comes to an end, suddenly smaller than the sum of its parts.","train"
"13104","Can't you pay somebody else to stay up all night to keep a lid on his, er, excesses?","train"
"972","(I missed her in last year's Stepmom --my raccoon had hepatitis.)","train"
"54599","In 1972, the 53-year-old Salinger wrote the notorious fan letter to the 18-year-old Joyce Maynard, who had just written a New York Times Magazine cover story about herself.","train"
"115790","But Heidenry writes that Larry beat Althea more than once, and she told Hustler that she didn't see anything wrong with a man striking a woman.","train"
"97664","But, as in Washington, on snowy days like this, you take what you can get.","train"
"40679","The 15-year-old died with the band playing on his headphones.","train"
"69138","There, accompanying a story about politicians speaking their minds about other countries, you'll find a looming picture of Al Gore, cropped so close that none of his hair is visible and you can see the sweat that's bubbling out of every giant pore in his face.","train"
"120967","ran toward us rather slowly, like people finishing their run.","dev"
"58673","Won't you come out to play?","train"
"109539","Todd Gitlin, a professor at New York University, railed against the concept in a Times op- The very act of taking notes ...","dev"
"18544","Michael Isikoff, the Newsweek reporter whom Brill criticizes, notes, first, that the full exchange is equivocal--Lewinsky also tells Tripp the president doesn't think she is going to tell the truth.","train"
"79545","This is hard-core, grab-the-paycheck gambling, said Tom Grey, founder of the National Coalition Against Gambling Expansion, when I interviewed him about South Carolina this spring for Harper's .","train"
"9096","How likely is it that life elsewhere will go through the same evolutionary leaps as life on Earth?","train"
"125196","Fun, smart, beautiful, but my girlfriend just won't give me any space.","train"
"111651","In Crace's version, a rebellious, bratty Jesus dies of starvation at the end of his 40-day sojourn in the wilderness.","train"
"1962","Have You Stopped Beating Your Spokesman?","train"
"21509","They look up slate in their index and see that it often occurs on the same page as roof, so they suggest this as a possible refinement of the search.","train"
"129567","To hack away at the mayor's reputation, Messinger has recently taken to issuing press releases with headlines like He Just Keeps Lying ...","train"
"5783","The WP runs a piece inside reporting that during a church service last Sunday, Cardinal John O'Connor of New York criticized President Clinton from the pulpit for taking Catholic communion while in South Africa.","dev"
"99572","Tax purists would argue that the value of the homemakers' hard work--and the intrafamily benefits they presumably receive in return for it--should, in fact, be treated as income and taxed, just like the wages paid to outside service providers such as baby sitters and housekeepers.","dev"
"116254","And good afternoon to you, too, President Reagan.","train"
"31097","Ginsburg attempts to build sympathy for his client, though he refuses to discuss his client's account of events, specifics of her proffer, her legal strategy, her future plans, her definition of a sexual relationship, or anything else of interest.","train"
"56453","On the contrary, he shows how educated elites like himself and Molly Munger are fighting against the Marie Antoinette syndrome.","train"
"55919","Welfare advocates are already complaining that recipients will be pushed into dead-end jobs.","train"
"53250","As one paper reported, Both Vernell and Pamela visited Dahmer's apartment often.","train"
"4649","Post ies, on the other hand, obsess on the Times . Last month at the Post 's annual Pugwash editorial retreat, outgoing Managing Editor Robert Kaiser began his speech with the preposterous boast that the Post , with a staff half the size of the Times ', does more for its readers, day in and day out.","train"
"6887","For one thing, Earth in the Balance was written a long time ago, and we may suppose that its author has learned a lot since then.","train"
"99974","And a player to be named later.","train"
"37688","In that case, there are nondictatorial voting systems that both respect unanimity and eliminate flip-flops.","train"
"34849","The book's subtitle is Expanding Opportunities for Home Ownership.","train"
"4678","It was immediately clear that Lott should not have said this.","train"
"1771","Sun Ra's spaceships did not come, as it were, out of nowhere.","dev"
"142879","The complaint is that they export at all.","train"
"6293","They would  He was wrong, but he was great.","train"
"85628","She is 58.","train"
"50006","They start chanting into a megaphone behind  If you can't find the sperm, let the worm finish his term!","train"
"91402","That is why icons have the power they have.","train"
"18275","Dexter and Jones are also seeking financing for their piace de resistance , the King Dream Center, a $50-million interactive museum complete with virtual-reality games.","train"
"145471","There is a story about a fellow named Willie Horton who for all I know may end up to be Dukakis' running mate.","train"
"72389","The National Football League semifinals are set.","dev"
"71433","The  1) In the Northeast, it didn't live up to billing.","train"
"34518","For a daily critique of China's media coverage, turn to the independent media watchdog section of Inside China Today .","train"
"97268","So far he's produced a 75 percent approval rating, a uniformly lauded budget, and a set of toy action figures.","train"
"36375","Both suppliers and consumers will gravitate toward , regardless of whether it is technically the best.","train"
"142484","The paintings became sinuous lattices, like the web of a deranged and brilliant spider.","dev"
"130431","I seek from the mail or telephone or e-mail some sign of being remembered--and not just as a nine digit Social Security number or a 16 digit credit card number.","train"
"26946","Did you have a good day?","train"
"67919","and that's when you get hit by the meteorite.","train"
"56124","Of how, when tea was done, and everyone had stood,He reached for my head, put his hands over it,And gently pulled me to his chest, which smelledOf dung smoke and cinnamon and mutton grease.I could hear his wheezy breathing now, like the prophet's Last whispered word repeated by the faithful.Then he prayed for what no one had time to translate--His son interrupted the old man to tell him a groupOf snake charmers sought his blessing, and a blind thief.The saint pushed me away, took one long look,Then straightened my collar and nodded me toward the door.","dev"
"29063","In the past, death threats have done little to deter sales of land.","train"
"87108","Below the moon (or cow) is a sheep (or dog) who also seems ready to rumble, and to the right of the sheep (or dog) is an eagle with a cloud above its head, or maybe a cartoon balloon showing what the eagle is thinking (it's tough to make out), probably something very funny, indicating that the eagle hopes to get its own comic strip some day.","train"
"100594","Particularly impressive is the way that the influence of the Milliken Men cuts across the usual political lines.","train"
"138540","3 Who started the fight?","dev"
"145545","The white lie is a time-honored solution for situations like this.","train"
"99382","On the contrary, I'm asking for ads that make their stars look cool, thus boosting the prominence of athletes who, in their on-court conduct and post-game interviews, are good influences.","train"
"72215","Aside from the occasional Ted Turner bombshell, the Gateses seem to have just about guaranteed themselves the top slot on The Slate 60 for the rest of their lives, even if they never give another nickel away.","train"
"99409","They will not leave quietly.","train"
"48341","Disk compression and networking into Windows.","train"
"39827","(Slate 's Anne Hollander explains the pleasures of the runway show.)","train"
"10028","So the Antichrist may be Jewish, but he's cloned.","train"
"1773","He and his associates weren't operating at the level of metaphor.","dev"
"123414","That would make for a mighty dull summer for us news junkies.","train"
"72875","The policy succeeded, and I was fortunate to have had the opportunity to make that contribution to my people.","dev"
"104784","How much longer can it be before agencies decide that operating on a free-lance basis is simply more efficient?","train"
"52663","On Saturdays, however, when only the responsible people, the presidential appointees, came to work in the White House and the Executive Office Building, casual dress was the uniform.","train"
"16155","Hall said that Britain has enjoyed a half-century of pre-eminence in this field of endeavor and that this could now be destroyed.","dev"
"79141","Isn't a woman's body her most personal property?","dev"
"27158","Outraged cries of what were they thinking?","train"
"97495","The Forbes campaign claims that more than 160 stations in 45 states carry this commentary.","train"
"51144","(Only  He plans a fourth Indiana Jones movie.)","train"
"2349","Again, family members say they had no idea she was pregnant.","train"
"125751","Still angry, Lewis writes, Throughout my years in the movement ...","train"
"107175","She refuses to let him humiliate her.","train"
"82667","There is little substance in any of this.","train"
"20655","It's also why your dentist may bully you into gum surgery.","train"
"121274","If no one needs you, what good are you, and what are you here for?","train"
"130099","But economic theory tells me that if the charges against him were accurate, there must have been others in the administration who shared his ethical laxity.","train"
"116253","Can you point me to housewares?","dev"
"50484","All of our many earnest experiments produced results in line with random chance, they conclude.","dev"
"66542","You can look it up.","train"
"16706","In the Century of the Common Man democracy became the norm and  'elite' became a dirty word.","train"
"51890","You have no standing in this deal.","train"
"99124","Native  'Me win, me passum heap big law ...","train"
"145530","Most legacy talk, however, concerns his influence on the GOP.","train"
"115886","The judge agreed there were extenuating circumstances because both songwriters had been inspired by old blues music.","train"
"27957","(Republicans revel in quoting JFK to Democrats, and especially to the Kennedys now in the Senate and the House.)","train"
"3951","He must have found a bargain rate.","train"
"11361","A thorough cleaning followed to remove the mold.","train"
"2265","They suggest growing livestock under cleaner, less confined conditions to prevent contamination of feed and water; slaughtering the animals so bacteria-containing skin and feces never get on food; and using simpler technologies, like steaming, to clean raw meat.","train"
"144160","It is true it is told from the point of view primarily of those who tried to save preference, and one may be able to take issue with some of the journalistic flourishes, as you do, but aside from characterization of the participants I don't detect bias.","train"
"95338","Trump, who said he would decide by March whether to run for president, would likely spend $100 million to $200 million of his own money on a campaign.","dev"
"55461","In fact, although all other nominees are welcome, Slate 's software-development team--through a simple iterative program--has already cast 1.8 million votes for Bill Gates.","train"
"53932","The same is true for many flowers.","train"
"140305","Why, he asked, should you pay the same amount to see a $2 million movie as you would to see a $200 million one?","train"
"45749","Perhaps all we can say of great acting is that it involves assimilation rather than accumulation, that the performer isn't so much a surrogate as a vessel.","dev"
"122875","And yet someone should have risen to say, Objection!","train"
"5329","1) FBI intelligence files indicate that Democratic fund-raiser Maria Hsia has been a Chinese agent.","dev"
"80002","To an economist, it's clear why people with limited sexual pasts choose to supply too little sex in the  Their services are underpriced.","train"
"28267","This week, all three have cover stories about plastic surgeon to the stars Dr. Steven Hoefflin (the man who takes credit for Michael Jackson's nose) and whether he exposed and discussed the genitals of his celebrity patients while they were under anesthesia.","train"
"87227","The Enquirer is probably the only publication in the world to go with this Lucy Mercer hypothesis.","train"
"111668","But the DPs tend to view Clinton's failures as moral rather than criminal.","train"
"61389","The cover story says stress causes heart disease, memory loss, immune deficiency, impaired cognition, and even a thick waist.","train"
"13969","But if Clinton consents, censure and community service can proceed.","dev"
"73751","The key question may be not what Hillary knew but when she knew it.","dev"
"119573","This force supposedly makes stars self-organize into galaxies, and inanimate molecules, into living cells.","train"
"134913","To be  Mentadent toothpastes are no better clinically than the CVS brand--they're just cooler looking.","train"
"138588","Indeed, as this article was being written, Lucas--under intense pressure from theater owners--gave in to the dark side of market forces.","train"
"127395","Republican consultants agree that conservative candidates in the South, Southwest, Midwest, and Rocky Mountains will beg for Reed's talents and connections.","dev"
"4031","Last week, the Daily Telegraph reported that HarperCollins had finished recording an audio version of the novel, using the voice of British actress Diana Quick, who, though she had been chosen because her British accent would not distract listeners, was directed to imitate Indian accents for some dialogue.","train"
"115071","He's too cautious.","dev"
"119372","Superjumbo?","train"
"113496","4) Clinton's job rating fell from 60 to 55 points in a Washington Post poll, apparently because pollees disapproved of his use of the White House for fund raising.","dev"
"24382","In late August, Kennedy announced for the U.S.","train"
