promptID,premise,splits,heuristic_value,heuristic_friendlyname,heuristic_example_text,heuristic_payment_text,heuristic_checkbox_text,entailment_payment,neutral_payment,contradiction_payment,FAQ_direct_link
26422,How can you be sure your programs are safe?,train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
86472,Slate could have put someone with a reasonable grasp of elementary finance and a balanced viewpoint in charge of writing a tax piece.,dev,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
36278,Others point to Waas' supposedly shoddy reporting of a Pulitzer Prize-nominated article on arms sales to Iraq that he co-wrote for the Los Angeles Times . There is no evidence that the pair repeated any of these alleged sins in their reporting on Hale.,train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
100081,"And so economists have, more and more, simply avoided the subject; and being human, have tended to rationalize that avoidance by asserting that the subject isn't really important anyway.",train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
61445,"Fischel is also the author of  The Conspiracy To Destroy Michael Milken and His Financial Revolution . Administrators protest that they are only keeping pace with their  UNEXT has already signed on with Columbia, while Harvard, Stanford, and Cornell are considering commercial partners for their own online programs.",train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
124827,Should we reward him for keeping us out of war?,train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
48341,Disk compression and networking into Windows.,train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
56763,I find Pundit Central both your most enjoyable and most useful feature.,dev,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
11514,The game of payback never ends.,train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
92165,What we mean--and should mean--by character needs to be disentangled.,train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
17532,Kinsley fails to address the main point of the privatization  Social Security changes people's behavior.,train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
118309,"The film gives the impression that Flynt has none, although he has five--to the best of his knowledge.",train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
16008,Sometimes the operative constraint is physical--you can't build airports just any old place.,dev,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
69751,"Washington can't erase jurisdictional frontiers, but it can encourage metropolitan government via tax incentives and cheerleading.",train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
121271,"Third, the woman serves the man's need to be needed.",train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
77399,"It is a beautiful, sad little movie about betrayal.",train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
89431,"Biskind's book, accordingly, concludes with a litany of spectacular  Coppola's Apocalypse Now and One From the Heart, Spielberg's 1941 , William Friedkin's Sorcerer, and, of course, Michael Cimino's Heaven's Gate . According to Mardik Martin, Scorsese's erstwhile writing partner (as quoted by Biskind): The auteur theory killed all these people.",train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
72713,"Similarly, the idea that Native American babies, or black babies, or whatever, have some mystical genetic affinity with their own kind is silly.",train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
95560,Top aides from recent administrations are  The Secret Service never lets the president escape its protection.,train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
68140,Ohio Democrats want Jerry Springer to run for Congress.,train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
77002,These countries only reluctantly agreed to this week's new U.N. sanctions that bar international travel by Iraqi officials linked to the inspection dispute.,train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
97930,"For more than a year, Clinton's surrogates have been calling Starr an out-of-control prosecutor.",dev,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
69979,"Meanwhile, Russia is debating whether to cut its conventional forces and authorize first use of its nukes as a substitute deterrent (as the United States will still do).",train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
53751,"The most extreme version of this concept, called group selection, is Gaia, which suggests that all of life cooperates so as to ensure its continued survival.",train,external_knowledge,"write something that relies on something that is not explicitly stated, but is part of common knowledge","For example, the text may (i) focus on a fact that can be inferred from the text but isn't explicitly stated, (ii) play with the chronology of events, (iii) use wordplay like homonyms, or (iv) rely on common knowledge, such as the fact that a potato sack can hold things that aren't potatoes or that an elephant is an especially large animal. We are particularly hoping that you will come up with examples unlike what you've written in past rounds or seen in validations.",Each statement you provide that conforms to this restriction will add on a $0.10 bonus. Just mark the checkbox next to the sentence(s) where you have done this.,relies on common knowledge not mentioned in the text,$0.10 ,$0.10 ,$0.10 ,https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=id.yq3hzhusmvli
