"promptID","premise","splits"
"97891","Throughout the controversy, Bennett has made much of the cause of truth with a capital T. His Standard article, portentously titled Clinton, Gays, and the Truth, accused the Clintonites of scanting that important commodity.","train"
"143745","In the lobby, children waiting for music lessons bend over their homework, mom perched at their shoulder.","train"
"19159","I think of my late lamented friend Boris Shub, son of the Menshevik historian David Shub, who had set up RIAS (the radio station in the American sector) in Berlin in 1945, a major cold war propaganda asset.","train"
"3349","A map with holes in it is a mnemonic for the global-warming treaty and its supposedly glaring loopholes.","train"
"113505","Fred Thompson (who will chair the investigation), and campaign reform.","train"
"100568","24/Seven pulls together the Slate features that are updated repeatedly throughout the  Our daily Diary; the e-mail give-and-take of The Breakfast Table and The Book Club and Dialogues about the pressing issues of the day; e-mail dispatches from hither and yon; as well as our Moneybox meditations on business, Chatterbox commentaries on politics, and Culturebox on ...","train"
"90053","I thought to myself, 'This is incredible' ...It totally fell into our lap.","train"
"37947","Faster, Pussycats!","train"
"73464","I phoned Michael J. Thun, one of the study's authors and an epidemiologist with the American Cancer Society, and asked him whether a 20 percent mortality reduction is indeed small in the world of epidemiology.","train"
"6064","You can fast the next day.","train"
"69904","The conservatives have managed to cast themselves as the scourge of pedophiles, insinuate that the president is soft on pedophilia, and link Clinton to a sub rosa campaign to lower the age of consent--and all this is based on a report that no one noticed until the Christian right uncovered it, that no one in the White House seems to have read, and that no one remotely linked to the Democratic Party or the White House has ever endorsed.","train"
"127755","Sheppard, Time ). Skeptics renew old attacks on sociobiology's all-encompassing view of human nature.","train"
"63729","Punditus Interruptus, The Final ","dev"
"81727","But we don't give out drugs willy-nilly.","train"
"65517","Columnist Robert Novak , supply-side evangelist Jude Wanniski , and Jack Kemp have all praised Farrakhan's self-help program, noting the similarities to their own conservative urban policy.","train"
"86275","Likewise, the Israeli army's chief medical officer, responding to the public outrage, said that if authorities ban his doctors from practicing on fallen soldiers, it will be the injured who will suffer.","train"
"79800","May the people forever keep you in their memory, Day as beautiful as glory, Cold as the tomb!","train"
"7010","Second, reducing the rate of HIV transmission is in any event not the only social goal worth  If it were, we'd outlaw sex entirely.","dev"
"143315","I now have my own literary oeuvre . This entitles me to certain privileges, such as employing foreign words in my writings (see previous sentence) and living on the Upper West Side of Manhattan.","train"
"122295",". The reason Jews have an injunction against portraying God is that Neanderthals cannot draw.","train"
"64415","Rupert Murdoch is rumored to be interested in buying it and turning it into a West Coast version of the New York Post . A circulation-hungry Willes vs. the rapacious  That's just the kind of fight the American newspaper industry needs.","train"
"68358","The word fundamentally in the previous paragraph carries a lot of weight, but it is important to think of what is fundamental.","train"
"22954","In 1936, well before No Depression was launched, the Carter Family recorded a song called No Depression in Heaven.","train"
"7795","However, we put no claim on the other, lesser characters.","train"
"64714","But the IRS isn't out of control.","train"
"14867","Then I jump in with a higher bid at the end, hoping that at least some of those competitors are away from their computers and unable to respond.","train"
"12366","Consider the sex lives of older Americans.","train"
"83761","Republicans'  We're winning the budget fight by convincing Clinton to compromise.","dev"
"58096","Facing little competition, these magnates possess fantastic wealth--mainly from monopolies on natural resources--and own major media outlets.","train"
"123101","The Presidential Initiative to Increase Seat Belt Use Nation-wide","train"
"10102","Let me enlighten  Almost every time I need to use the disabled stall (I am in a wheelchair), I have to wait for an AB to leave, and they all apologize meekly when they leave.","train"
"48120","Another AP item in the Post reports that at her weekly news conference, Janet Reno admitted she has become so confused over the computer system in her office that she has forsaken it for paper and pencil.","train"
"103646","Time claims that friends say Willey's calm demeanor masks a surprising volatility ...","train"
"141153","Best name for a male-marketed  Testosterone.","train"
"101262","Both Germany and the United States classify the PKK as a terrorist organization .","train"
"82932","Indeed, the ad accuses Clinton, rather than his critics, of invoking legal mumbo jumbo to obscure the immorality of his misconduct.","train"
"116374","Beijing's opposition seems to be driven more by apprehension that Washington might provide theater missile defenses to Taiwan, which China views as a renegade province.","train"
"140419","Kahn's five-part series on Grains of the World or Elizabeth Drew's supposedly soporific reporting from Washington.","train"
"62418","The flip side is that parolees who want to go straight often can make it if they are literate, civil, and can stay off drugs, remain sober, and get a job.","train"
"7449","In 1982, Wallace won his last race for governor with a quarter of the black votes cast in the Democratic primary, a fact alluded to in a written epilogue at the end of the film.","dev"
"63404","Starr was putting his own guys to sleep.","train"
"96888","Another source predicts if Sheen doesn't shape up, it's only a matter of time before they'll be printing his obituary.","train"
"123056","Economist Robert Barro decided to stay at Harvard rather than take Columbia's offer of a $300,000 salary and lavish perks.","train"
"43224","I said it and I'm glad.","dev"
"125863","Had Flytrap never occurred, Gore surely would be running on the Clinton-Gore economic boom.","train"
"135739","The New Yorker 's Alex Ross calls Palestrina --about the 16 th -century Italian church-music composer--a spectacle that is magnificent on the surface and haunting at the core.","train"
"99550","After clicking your purchases into a shopping cart, you are directed to a secure Netscape server that will encrypt your credit-card information.","train"
"55463","hereby announces its intention to mark the year 2000 by anointing a Person of the Millennium.","train"
"72471","Virtually every church in the state, the top strategists from both parties, the state chamber of commerce, and thousands of grassroots organizers banded together to defeat poker.","train"
"45406","Fortunately, perhaps, for those who favor tolerance and democracy, there is also no Khomeini--the leading Muslim organizations are deeply divided.","train"
"66109","Why, if Isikoff's so bad?","train"
"13100","America in the 1950s was a middle-class society in a way that America in the 1990s is not.","train"
"49651","Was he a sheeted ascetic &amp","dev"
"129491","Her appearance is a needless affront to the president and the presidency, say Carlson and Jack Germond ( Inside Washington ). Tony Blankley (CNN's Late Edition ) sat next to her at dinner and reports she carried herself like a lady, in contrast to certain vulgar attendees who booed her and made classist snipes about her appearance.","train"
"71529","But otherwise, so long as his religious convictions, no matter how weak or strong they may be, are not geared toward the outright oppression or destruction/neglect of those who fail to share his views, they should not matter, and warrant no scrutiny.","train"
"13161","Many of the qualities attributed to Clinton's women also describe his mother, Virginia Kelley.","train"
"108757","Congratulations to all our winners.","train"
"67771","International banking conspirators of the Zionist Operated Government soon to be brought low by my military-grade anthrax; soon that nest of seething pervs, that island of sin called Manhattan, will see its Hudson and East rivers run with blood and ...","dev"
"143361","Of course, neither law enforcement nor education is principally a federal responsibility.","dev"
"84124","Not to imply that the Katz would threaten murder to get published in the Washington Post : To the best of my knowledge, he hasn't maimed or killed anyone except the characters in his Suburban Detective Mystery series-- Death by Station Wagon , The Last Housewife , The Father's Club , and The Family Stalker . But, like the Unabomber, Katz is driven frothy by a world that won't conform to his expectations.","train"
"46571","How could the Mormons have practiced polygamy?","train"
"100407","Likewise, if the presidency is worth $50 million and there are many potential candidates with essentially identical chances of winning, they'll keep entering the race until they've collectively spent at least $50 million.","train"
"5536","Thus, the putting-in-place of the final piece of Roosevelt's and Truman's grand design for a free world--a piece that they had tried and failed to put in place in their day--would be an accomplishment to be proud of.","train"
"37804","The Liberal Humanitarians are a product of the post-Cold War peace.","train"
"140460","Everything is a celebration.","dev"
"3693","But recently, the speculation has subsided.","dev"
"140250","Ultimately, what's most important about Disney's struggle to turn ABC around is how impressive it makes the company's management of its own franchise look.","train"
"75393","The Justice Department reportedly is investigating whether the Democratic National Committee funded Ron Carey's campaign in exchange for Teamster funding of the Clinton campaign . Republicans are demanding a special prosecutor and promising congressional investigations.","train"
"109965","Lest his filing go unnoticed, he phoned New York Times reporter Lacey Fosburgh to alert her to the case.","dev"
"81537","People who gorged themselves survived winter famines and reproduced more than others.","train"
"17512","But the 20mph speed limit is probably obsolete.","train"
"31593","The rules have indeed changed.","train"
"36773","Or Morris could have contacted Dorothy Healey, who was the chair of the Southern California Communist Party during the '40s.","train"
"107006","While parents may pick up this gay semaphore, kids aren't likely to.","dev"
"99066","Most people Prudie has observed tipping taxi drivers tack on a couple of bucks, no matter what the meter.","train"
"70361","He feels liberated but looks like a man hugging a slot machine.","train"
"117247","With this retrospective, the newspaper photographer Arthur Fellig a k a Weegee (1899-1968) is judged a technical virtuoso, a great artist, and an inspiration to his followers.","train"
"145044","But does the film subvert Eastwood's on-screen persona, as Schickel argues it does?","train"
"141803","Suppose all of SLATE's articles featured the authors reading their visionary musings into digital audio format.","train"
"3920","When a decision-maker is more conscious of costs than of benefits, he tends to make decisions that are overly conservative.","train"
"98745","The Americans' one-point victory over the European team was the biggest comeback in the tournament's history.","train"
"141616","Anyone who knows, please feel free to leak it to me.","train"
"142541","As surrogate mothers have proved, knowing that you've given no genes to an infant needn't stop the bonding process.","train"
"83152","Mayhem, family collapse, the occasional terrorist bomb, mad government policies, human platitudes--in this pleasant springtime of 1997, these, as Roth renders them, do seem to be everyone's favorite topics of conversation.","train"
"140506","But, hey, where is the millennium?","train"
"26561","Confidential to  You might have had a better chance of getting your money had the Globe not run a World Exclusive interview in which you're quoted disclosing titillating details about your ex's sexual fantasies and happy-hour proclivities.","train"
"61806","Always Sacrilegious, Always Coca-Cola.)","dev"
"65749","By the 1820s and '30s, most states were allowing all white men to vote (before that, they had to own land), and President Andrew Jackson was leading his famous war on the national bank.","train"
"39397","Streams tumbling down from the snowy peaks of the Rockies form ...","train"
"136026","We've collected all of Harry's O.J. Dispatches into one gargantuan Microsoft Word (and Adobe Acrobat) document that will you can dowload by clicking here.","train"
"110960","(Thank you.)","train"
"40977","and that the Shopping Avenger would hear about this treatment and seek vengeance.","train"
"50825","2 pencils and a look of disdain.","train"
"2629","The second objection to Dalmatian farming is visceral.","train"
"95809","But filters aren't just for concerned parents.","train"
"87322","In the New York Review of Books , for example, the Princeton historian Bernard Lewis, one of the chief modern villains of Orientalism , decried Said's inflammatory tone and questioned his knowledge of history, philology, and Arabic.","train"
"16138","Still, every now and then, a professor would have four genuine A students and only three A's to give out.","train"
"90713","Keyes : Join me in a prayer to Our Creator.","train"
"37557","He is preaching to the kinds of middle Americans that liberal activists long ago gave up for dead.","train"
"108307","Alan Greenspan's  still funny.","train"
"25355","I'm not sure it is right, in ways I hope it is wrong, and in the end, Richard, you might be  It might just not add up.","train"
"110278","Nigeria then sent troops to challenge the coup, evidently to restore the president and repair Nigeria's corrupt image abroad.","train"
"89253","Sani Abacha died , reportedly of a heart attack.","train"
"48454","These revelations were embarrassing to Clinton's opponents, wrote the Washington Post . The Sun-Times quoted Rahm Emanuel, Stephanopoulos' successor, on the  From Day One I always thought this was politically motivated and had politics written all over it; after five years, it is nice to have the truth catch up with the president's political opponents.","dev"
"51779","Andy's  If you must wager on sports, go to Vegas or stick with your neighborhood bookie--he's probably more reputable, if more clearly illegal.","train"
"65362","That was a satisfying moment.","train"
"47987","The debate over whether to pick a politician, scientist, philosopher, or artist often turns on which of these fields drives the others.","train"
"85332","The democrat at the helm of a museum, a symphony orchestra, or a publishing house tries to expand his audience while challenging it.","train"
"5969","Truly, I believe the country is in the best of hands, but how do I rid myself of these impure thoughts?","train"
"19979","A generation ago, dentists filled teeth and cast dentures because that's all they knew.","train"
"59202","(All gynaecologists are idealists.","train"
"112440","The main reason the media have greeted Jack Kemp so rapturously isn't his ideas, his optimism, or his compassion.","train"
"69988","Presidents and their speech writers have mined their predecessors for memorable words and repeated them without attribution.","train"
"48551","The territory's gross domestic product is expected to grow by 5 percent or 6 percent in 1997 and 1998, up from 4.7 percent in 1996.","train"
"120455","The Dow Jones industrial average fell 630 points in a week.","train"
"67733","They're interested in the clash of personalities.","train"
"66572","His Bose 901 loudspeakers, the company's premium line for 30 years, have nine speaker cones, positioned all over the cabinet, so that the sound bounces around your room just like in a concert hall.","train"
"100487","That led him to the not-very-civil act of complaining to Bob Haldeman.","train"
"69761","My body is to me like a crippled rabbit that I don't want to pet, that I forget to feed on time, that I haven't time to play with and get to know, a useless rabbit kept in a cage that it would be cruel to turn loose.","dev"
"142558","Pleasure, for Klein, is the opposite of  It's all about gratification and excess.","train"
"112481","This is too bad, because Pokemon is undoubtedly much smarter and more charming than what will supplant it.","train"
"125747","Bond rejected this advice.","train"
"70477","As previously mentioned, the e-rate discount won't cover any portion of the hardware bill either, leaving the local community responsible for PCs, modems, and training for teachers and supervisors.","train"
"88219","They also see it as easing their way toward economic integration with Western Europe.","train"
"105938","The 1990s even saw a major overhaul, when Charlotte introduced magnet schools devoted to excellence in a single area, such as math, and open to students from all neighborhoods--to give whites extra incentive to travel long distances to school.","train"
"136455","But it certainly complicates the story, and Gerth either downplayed it or left it out.","train"
"105683","There are at least three public accusations against Clinton.","train"
