"promptID","premise","splits"
"27419","New Englanders, fearing British corruption and tyranny, provoked the American Revolution.","train"
"40217","What one does not expect in a book of this kind--a book that is technical even as it is beautiful--is that the author will be not just fastidious but also an evocative and wonderfully quirky writer.","train"
"11415","Well, did she or didn't she?","train"
"49079","But those same principles also suggest that if you choose to do so, you won't avoid the noisy battle of wills with your child--you'll merely postpone it.","train"
"18176","Time says that space tourism has a new  former astronaut Buzz Aldrin.","train"
"113325","To ring in the new year in 1997, he reportedly blew up a Cadillac.","train"
"62226","No matter how fast we all run, someone must be behind.","train"
"90395","Mir's crew was docked pay for its incompetence.","train"
"140926","Who ever heard of a wiener dog named Fluffy?","train"
"66545","His off-the-cuff style seems amateurish next to Inglis' polished mini-essays.","dev"
"35363","Of course the governors and the president managed to turn deficits into surpluses.","train"
"132458","The Post wonders if they were watching last month when TCM featured Escape from Alcatraz, I am a Fugitive From a Chain Gang, and The Great Escape.","train"
"137701","However it all shakes out, those who benefit most from the tax breaks almost surely will lose least from the spending cuts.","dev"
"51278","Unlike most strips, his was about adults, albeit adults depicted as children.","train"
"129653","Please tell  Do you see an end to human suffering?","train"
"10048","If we focus on small problems that make headlines, we will ignore bigger problems that don't.","train"
"16818","Invented in 1993: After a big interception, Packers safety Leroy Butler . The populist Leap is particularly suited to the NFL's only publicly owned team, the zealously beloved Pack.","train"
"132598","But he was abrupt with her--not rude, just abrupt.","train"
"49974","I bet that what Carrey saw from inside Kaufman's head would be more illuminating than anything in the movie.","train"
"136144","The heir to what was once the world's largest private oil fortune received his British passport in the week before Christmas and immediately revoked his US nationality, the newspaper said.","train"
"53316","The substantive issue at stake is hard news vs. soft  Each network is accusing the others of going soft in pursuit of ratings.","train"
"2074","But they admit that at least some consumers are being misled by the logo.","train"
"79957","Dole gave 12 hours of formal interviews and lots more time informally, in part because, as his press secretary Nelson Warfield told me last week, he likes Woodward personally.","train"
"12394","And the last thing Bradley can afford is to look like a strategist.","train"
"52130","Although Davis has officially retired from the game, he's still mixing sense and nonsense for public consumption.","train"
"7817","The basic tool of statistical social science in general, and of The Bell Curve in particular, is regression analysis, a technique used to assign weights to various factors (called independent variables) in determining a final outcome (called the dependent variable).","train"
"117310","But most observers--certainly the Barlows of the world--expect radical improvement.","train"
"57711","If the critics were interested in remedying the lotteries, they'd have the states repeal their monopolies on these games and let the market compete away the excess profits.","train"
"91067","Which is odd, considering that five years ago Bennett was fretting that there were too few.","train"
"145864","Providing escape routes from the inner city may make the ghettos worse by depriving them of their most competent residents.","train"
"137368","The rest of the new UPN lineup--debuting a month before other networks' fall programs--consists mostly of sitcoms that are generally condemned for mindlessness and tastelessness.","train"
"52190","The unveiling of plans for an annex to MoMA caps a season of architectural extravaganzas.","train"
"138482","[F]rom the moment Cecilia Bartoli's vibrant Idamante arrives on stage, the performance takes wing, her luscious, tight vibrato perfectly capturing the adolescent trauma of the young prince, says the Independent 's Mark Pappenheim.","train"
"2000","Allergy treatment is a burgeoning sector of the economy.","train"
"7244","Simpson defense : law professor Barry Scheck and forensic expert Henry Lee.","train"
"124747","There is only one way for Clinton to extricate himself from this  He can commute Pollard's sentence so that the spy can't go free until 2001.","train"
"37251","No inside-the-beltway PR victory is worth that kind of demoralization.","train"
"63472","(His colleagues feel he's a showboat and a camera hog, says University of Virginia political scientist Larry Sabato.)","train"
"84061","Until recently, I enjoyed the confusion.","train"
"12567","If that investor were willing to pay extra for the security of limited downside, she could buy put options with a strike price of $98, which would lock in her profit on the shares at $18, less whatever the options cost.","dev"
"66306","In 1992, only 1,070 abortions were performed after the 25 th week.","train"
"108642","Poor Beatty has a need to think Clintonite Democrats aren't tackling race and poverty, much like Marx had a need for a proletariat, except that Marx's need was theoretical, while Beatty's is only theatrical.","train"
"105331","Even Graham's earliest confessions of incompetence are refuted by her father's transparent scheme to groom her for some top slot at the Post . After she graduates from the University of Chicago, he arranges a job for her as a reporter at the San Francisco News , and afterward hires her as a Post editorial writer.","train"
"18495","Whites still outearn blacks, black unemployment is twice the rate of white unemployment, and 13 percent of black men are disenfranchised because of felony convictions.","train"
"96012","Finally, we can try to remove temptation, by avoiding policy initiatives that make it easy for politicians to play favorites.","train"
"52514","I can't remember if it came from the tenure committee or the gentleman's club where I used to lap dance.","train"
"103620","Newsweek 's cover package, pegged to the release of Steven Spielberg's film Amistad , assesses the legacy of slavery.","train"
"92793","O'Connor's desire for a baseball-free Good Friday, on the other hand, is surely heartfelt.","train"
"96270","How does the high-minded dismissal work?","train"
"56932","I begin to count  Rep.","train"
"50344","Aprimary argument against same-sex marriage is that marriage is an institution for the raising of children.","train"
"60636","And that's when Italian-Americans will really have something to bitch about (by the way, where do you stand on the The Sopranos isn't good for Italians question?)","train"
"35543","But still Wendy Wasserstein eludes us.","train"
"12413","These AUs, usually identified by the facial muscles that perform these various tasks, are the tools used in What the Face Reveals . (To look at a few examples, click here and here.)","train"
"115004","Denis Diderot has much to say about dress in the theater, and Honore de Balzac wrote an incisive treatise on neckties, among his many essays on elegance.","train"
"95556","In Take This Simple Test, Steven E. Landsburg goes into quite some mathematical detail about the public's so-called irrationality.","train"
"108797","From my occasional role in affairs reported in the media I have drawn the general conclusion that very little reporting is 100 percent accurate.","train"
"111179","The Standard , published a few days before Deng's death, covers similar territory.","dev"
"52922","If there is a good reason, it has to do with our final question.","train"
"140529","Still, for barbed wisdom, surprises, and technique, there's no one like Spark.","train"
"145863","What's needed, alongside an evacuation plan, is a realistic program to stabilize conditions for those left behind.","dev"
"66909","It may be a long-shot strategy, but Dole is far behind.","train"
"9966","Not surprisingly, Scalia is no big fan of stare decisis : In his dissents, he often calls upon the court to scour away layers of encrusted precedent in order to get at the original meaning of the underlying text.","train"
"7011","First, we don't know that Maxwell would have found another  Without Joan, he might have struck out that night.","train"
"126566","No ballots will be accepted after May 6, 1998.","train"
"119631","But in fact the money quickly disappeared, as speculators--certainly including the oligarchs themselves--converted rubles into dollars as fast as the dollars became available.","train"
"108580","In 1963, 0.7 percent of blacks married someone of another race.","train"
"139899","Another part of the answer--one that Kindleberger suggested two decades ago--is that to introduce global financial markets into a world of merely national monetary authorities is, in a very real sense, to walk a tightrope without a net.","train"
"47374","Still, the solution Schor proposes seems almost as forced and obsessive as overspending itself.","train"
"109983","The Liberal Humanitarians (a k a Red-Tailed Hawks)","train"
"43975","While Podhoretz may be correct in his opinion of Al Sharpton, his comments regarding Sharpton and Jesse Jackson possess a thinly disguised undertone of  As he castigates white liberals for assuming that Negroes could do no wrong, his discussion of Sharpton's actions seem to say, Well, what can you expect?","train"
"112759","Also, the routine random inspections used by U.S. government agencies such as the Occupational Safety and Health Administration and the Environmental Protection Agency are almost exactly like those planned under the CWC, and these have been found constitutional.","train"
"74469","Nero was emperor until 70 A.D.","train"
"94528","What I love about this Jordan thing is that he has embraced an opportunity that could lead to his total failure on a basketball court.","train"
"133623","I am fortunate enough to have two mothers-in- one who gave birth to my wonderful husband and one who is married to his father.","train"
"66417","The other example is Chaconne , starring Suzanne Farrell and Peter Martins.","train"
"99091","The pierced generation may simply be acknowledging the deadliness of the times we live in, suggestive as they are of earlier epochs in human history.","train"
"77381","Shots of cute animals are deemed an inadequate substitute for the cutting wit that made the earlier film (by the same cast, and also written by John Cleese) a cult hit.","train"
"55662","(He also turns into a hyena and an armadillo, species that are similarly not native to Transylvania.)","train"
"82205","He suffered the strange fate of many artists who aim for the sublime, then find their work enlisted in other all-too-human narratives.","train"
"139008","Also, check out this illustrated, in-depth exploration of Beck's fashion choices.)","train"
"50075","But aren't education, family leave, and the breakdown of community economic issues?","train"
"98666","The media linked the case to other recent shootings (in Arkansas, Mississippi, and Kentucky) and focused on the warning signs and the importance of taking them seriously.","train"
"53981","And, basset people, like me, want dogs that have the good sense not to do any of those things.","train"
"20147","Second, economic theory predicts that some incentives matter more than others, and the data confirm the  Executions prevent murders, but convictions prevent even more murders.","train"
"82768","Because the barbarians are coming today   and the emperor's waiting to receive their leader.","train"
"67651","Here was an obviously experienced man coming into this young upstart's company, probably extremely well-dressed and with credentials earned before the CEO was even born.","train"
"39901","The Associated Press notes she's leaving two months after The New Yorker brought in a new publisher and began to merge operations with other Conde Nast publications to save money.","train"
"47019","Ehrlich's theories lost steam after he lost a famous 1980 bet with economist Julian Simon, who wagered that any basket of resources Ehrlich might name would be cheaper at any date in the future.","train"
"61668","The sixth version of the classic cookbook occasions nostalgia for the 1931 original.","train"
"143692","For a turnaround to be real, the company has to become not merely profitable but also positioned for steady growth.","train"
"33407","If anyone has a good idea about how to bring back the opinion leaders of yore, I am all for it.","dev"
"34448","So long as China continues to develop, Hong Kong will get a substantial chunk of that growth.","train"
"89591","The paper declared, A smile costs nothing, but it brightens up the moment for the one who flashes it, and the one who watches.","train"
"113651","Police are said to be inept and corrupt.","train"
"131173","This is all pure  high-toned and irritating, vibrating with barely curtailed snobbism, but also venturing hard queries and unpopular responses.","train"
"101809","For example, if Ovitz's five-year deal was worth, say, $100 million, and if the compensation committee had added to that a front-end grant of free Disney shares worth, say, $50 million, then--assuming that Ovitz finished his five-year contract period--the cost to Disney would be $150 million.","dev"
"77633","But they didn't make that case, at least to me.","train"
"51763","Where they'll go is wherever as many people as possible will hear them.","train"
"92049","He doesn't chew tobacco--I had to help him out a bit.","train"
"35335","Does loyalty to party supersede loyalty to country?","dev"
"94924","It's almost barbaric in a certain way.","train"
"19570","Our compassion must defend the disabled.","train"
"15073","Coretta was a reliable liberal mascot, but she foundered as an executive.","train"
"34393","Chekhov was an ingenious phrase maker, with many of the phrases scattered in his letters.","train"
"67829","When we are not in raptures, or disapproving in the name of female realities, we are likely to wax sociological and psychological about fashion, to weigh it down with quasiscientific meaning--out of some ancient fear, perhaps, of its obvious debt to Eros.","train"
"79662","We've received thousands of e-mail messages since our launch June 24 (most of them friendly, thanks), and this is a small taste.","train"
"79114","My mother, who is a charming woman in almost all other respects, appears to have a grave problem staying employed.","train"
"31446","It seems to me an unnecessary expense to spend many millions of dollars to reduce a few people's travel time by five minutes.","train"
"86297","But I do worry that the Barro offer sends the wrong signals to younger economists--that by telling them the profession still insists on the appearance of superstardom, that it only values home runs when we really ought to be looking for a solid series of base hits, it will encourage what is already a disturbing propensity to favor attention-grabbing showmanship at the expense of deeper, more time-consuming work.","train"
"6425","We egg on Dennis Rodman, watching him parade like a peacock and break down in tears on national TV.","train"
"103909","Watergate remains for many an unhealed wound, and Clinton's critics delight in needling him with Watergate comparisons--whether to Whitewater or Flytrap.","dev"
"26747","Because the $50,000 prize to be announced July 29 is for the artist's whole oeuvre and not the work submitted for the show, I would award it, if forced to choose, to South African William Kentridge, who is known for powerful , many with anti-apartheid themes.","train"
"139859","But are the jocks serving Bradley well?","train"
"97926","General Motors, for instance, lost $460 million to strikes in 1997, but investors treated the costs as a kind of extraordinary charge and valued the company as if the losses had never happened.","dev"
"49690","What happened to Rocker's right to free (albeit despicable) speech?","train"
"21239","This call to play fortuneteller is not easily refused.","dev"
"123250","Signs of a renaissance of the handwritten word are here and there discernible.","train"
"6222","Behind these explanations lies a coldly realistic assessment of America's  If our soldiers are killed, the public will turn against the war; and if the public turns against the war, Clinton will have to withdraw our forces.","train"
"3845","Eight pages later, a tribute to Princess Diana emphasizes her embodiment of, yes,  Globalization has become the decade's most overused word, but at its heart, it embodies a real  technology has made this a planet of shared experiences.","train"
"15019","People want to believe that checking accounts are sacrosanct, even though they haven't been for a long time.","dev"
"29089","Maybe we shouldn't save every premature baby regardless of the cost.","train"
"122652","know this, this anguish, this agony for a departing self wishing only to stay, to endure,","train"
"125719","On the other hand, 50 women had asked him to put their eggs up for auction.","dev"
"116821","If you do know what cookies are and have set your computer not to accept them, our password/sign-in process won't work for you.","train"
"36162","Therapeutic laws become props for rhetoric that might be called demagoguery, except that it disgraces the memories of Joe McCarthy and Huey Long and the ambitions of Pat Buchanan to call Clinton a demagogue.","train"
