"promptID","premise","splits","heuristic_value","heuristic_friendlyname","heuristic_example_text","heuristic_payment_text","heuristic_checkbox_text","entailment_payment","neutral_payment","contradiction_payment","FAQ_direct_link"
"58499","By my calculations, it probably went about 479 feet.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"122857","Anglicans are particularly aggrieved by the no-Protestants policy.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"114074","You wake up one bright autumn morning and you're halfway to the subway when you decide to walk to work instead.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"80661","What this means is that the revenue from any new taxes on pollution could be used to reduce other taxes, such as Social Security contributions or the income tax (but not, of course, the capital-gains tax).","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"11401","(Prudie agrees that speaking directly to the parties would probably not be useful.)","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"131087","Critics also suggested that, with their salaries and stock wrapped up in the same company, employees were putting too many eggs in one basket.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"144549","When we encounter the young woman again, she has taken a job as the live-in domestic at a huge and crumbling Roman townhouse belonging to an English loner named Jason Kinsky (David Thewlis).","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"117981","Pretty serious perjury time [looks at his watch].","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"67990","I've seen you around before, haven't I? What's your name again?","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"57840","The fate of love letters written by Diana to her former lover, James Hewitt, and stolen from him by his Italian mistress, who recently tried to sell them to the London Daily Mirror, which instead handed them over to her executors, has preoccupied all the London newspapers for several days.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"144425","The personal destruction spin is a big winner.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"119787","Such coverage is good  Your Live at Five NewsTeam covers Election '96!","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"17262","Barney Frank, D-Mass., will log some of the best sound bites, while Rep.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"6224","Based on this assessment, NATO has kept ground forces out of Kosovo, allowing atrocities to continue, and has kept its planes high above Serbian anti-aircraft batteries, limiting our pilots' ability to distinguish refugees from Serb forces on the ground.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"97847","We're told of Estella's inner struggle--of the tug of war between the punishing cock-tease that her aunt has engineered her to be and her inherent decency--but the conflict isn't palpable in Paltrow's paltry performance.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"39006","As he went from floor to floor removing the signs, did he realize what was going to happen after he'd taken down the final one?","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"119775","Don't take my word for it.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"41512","That is George Richey, widower of country singer Tammy Wynette.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"82038","Downstairs neighbor Aaron Whiteheard said, One night, I heard what sounded like a kid ...","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"94470","And I'll say  If all the nations of the world got along as well as do the bagel and mango on my breakfast table every morning, that would be an impressive amount of along-getting.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"40409","The Clinton administration considers the risks of technology transfers negligible.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"13221","I can't help but wonder if Shuger thought to ask himself a few simple questions before launching his attack-- questions such as, did Tripp ask to be moved to her current job?","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"124838","Contribution limits don't stop you from associating publicly or privately with a candidate or cause, working for the campaign, or even signifying your association by donating money.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"143358","This program should be expanded, perhaps with incentives for police to live in the neighborhoods they patrol full time.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"54751","The unofficial spin, from James  Jones is a puppet of greedy right-wingers, and besides, Clinton is whipping her in the polls.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"114798","He's a schemer, a politician, a calculating populist who has built his career on sexy, attention-getting issues.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"45013","They are well armed and wear bulletproof vests.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"76994","This is the resentful perception so many mainstream feminists seem stuck in today.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"82610","Religious leaders, especially conservative Christians, have long been suspicious of environmentalism, seeing links between its exaltation of nature and pagan traditions.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"61804","Thou shalt not bow down before any other school-targeting marketers other than me.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"72939","Can I, should I, even, expect her to change?","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"129330","driving a car--that are not wrong in themselves, just wrong for a 5-year-old.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"103908","While Johnson's survival deterred members of Congress from considering impeachment in Watergate, Nixon's ouster has had the opposite effect, emboldening Clinton's foes.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"14594","The Kodak-Fuji case was, as innumerable press accounts have pointed out, the most important case to come before the WTO in its two years of existence.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"28704","The Slate 60 list still serves to encourage and acknowledge extraordinary generosity by people who, after all, don't have to give the money away, however painless that might be.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"143527","He reported masterfully on the '72 campaign and the Hell's Angels.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"107570","No one should be angrier about this than Stephen Labaton, Jeff Gerth, and Safire's other colleagues at the Times who have patiently pursued the Clinton scandals in a careful way.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"29113","This bold guess about the solutions to a certain complex-valued infinite series (made by the incomparable Bernhard Riemann in 1859) would, if true, have far-reaching implications for the structure of the most basic of entities, the natural numbers.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"64577","3) The appeals court's decision has nasty ramifications for the entire government.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"3891","Conflicted over what its true mission is, PBS simultaneously whores for corporate money and aggressively gathers data on how poor, uneducated, and blue-collar its audience is.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"83617","It's not what management theorist Tom Peters sees as the company of the future, a floating network/crap game.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"69834","First, injected cannabinoids may not mirror the effects of smoked marijuana.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"53747","But any hope that Democrats can capitalize on Starr's non-North performance dissolves immediately after lunch, when Democratic committee counsel Abbe Lowell questions Starr.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"72414","We also see signs that Venus and Mars were once more hospitable to life and over many hundreds of millions of years became inhospitable.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"133345","In this particular case, the buyers come to Las Vegas to purchase the goods rather than having them shipped out of the city, but the economics are the same.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"35715","You don't even know where the welfare office is.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"97171","One 23-year-old White House assistant was interrogated about a triple murder that took place at a Starbucks in Georgetown.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"130012","He sat next to Johnny Carson and in his helium-pitched foreign man voice told jokes without punch lines (Her cooking ees so bad--ees terrible) and did non-impressionistic impressions","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"16688","Instead, they looked the other way.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"33657","The problem, though, is that the ADR phenomenon has created a situation where U.S. investors are pouring billions of dollars into companies whose standards of financial disclosure and corporate governance are dramatically different from our own and which are, in some cases, nonexistent.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"124176","But I hope the British people will see it in the spirit in which it is intended--one of reconciliation and peace and hopes for the future.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"101590","If not, stadium seating will always be accessible to the average fan.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"76719","The two most successful stories here, That I Had the Wings and Flying Home, are less self-conscious than A Coupla Scalped Indians.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"26924","And at the end, when Baryshnikov throws himself into the arms of his father, who wraps him in his prayer shawl, one gets a powerful sense of the goodness of man and God.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"49145","He can count on her interest and understanding.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"104013","Both the NYT and WP run follow-on stories to last week's revelation that the government's drug office had a program of financial incentives for networks incorporating anti-drug themes into their shows.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"124755","Dan Burton, in an appearance on Good Morning, America , said he had sent a letter to Attorney General Janet Reno urging her to have the FBI seize the Kuhn paperback immediately so it can be examined by its own labs.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"28081","And some of the GOP's increasing anti-interventionism can be ascribed to hysterical dislike of President Clinton, rather than to principled belief, and is likely to wane when he is gone.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"57920","Circulation has barely risen since World War II, and it's been falling for five years.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"140284","Maybe then you won't be too good to ride in an exploding Chevy.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"5410","On the sex front, nonpresidential illicit encounters are all the tabs can muster this month.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"124326","But why should Bradley shut up about the Clinton-Gore fund-raising scandal?","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"53873","It depends on how you score it.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"139047","This is a political as well as military project.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"71829","I have never given it a second thought, but recently people seem to be noticing my sneezing and commenting on it, some suggesting I see a doctor.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"87519","The Weekly Standard argues that America should back Lee with words now and, if necessary, military force later, but the Washington Post reports that the U.S. envoys will pressure him to back down.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"33797","Unimpressed with her upstate forays, Rudolph Giuliani, her likely Senate rival,  Every time I have gone up there, I have gotten the sense that they like me.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"32154","You've got to look in the mirror every morning and ask  'What am I organizing for ?' ","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"112345","Clinton is said to be concerned with shaping a historical legacy, but as may be noted from his failed medical care program, his unpopular anti-Iraq saber rattling, and his largely ignored dialogue on race, the care of business is pretty much all that's wanted of Clinton, too.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"66182","Hispanics, Asians, even African and Caribbean blacks, are by and large following the classic patterns of immigrant and ethnic assimilation.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"30221","I will practice The Look on old French ladies who are happy to have any old look at all, I say, and then, as I get the hang of it, move gradually into the big leagues.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"50297","The Virtual Library on International Development is another source for material on these issues.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"17274","After losing his appeal and being scolded by the appeals court judges, he tried to appeal to the Supreme Court.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"47573","Whereas fashion photography--in the '50s as always--aimed to arouse active lust for new goods, the clothes in '50s movies were so thoroughly surreal as to look quite unfit for normal wear, even if they were waitresses' uniforms or girl-next-door dresses.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"23784","But in the closing days of the campaign, it stands as an apt description of his faltering Republican opponents.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"99123","I keep losing at their damn casinos.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"8695","NAAG meets four times a year so its various committees can hash out ideas for litigation, like the billing fraud case now being developed against the hospital chains.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"57953","Every scene is weighted, emotionally significant, resplendent with the thick texture of feeling and history, writes New York 's Denby.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"69075","Many of them in fine restaurants.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"27219","I have a Pavlovian reaction to the pre-title black-white-and-red bit with Monty Norman's theme and the gun site roving over the latest 007 as he saunters to the center of the frame--I go, Kill 'em, Bond!","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"109938","will probably experience a series of terrible events--wrenching calamities that are economic or social or environmental in nature seems well within the realm of plausibility.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"117078","The Clinton health-care plan is a case in point.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"125756","For the remaining puzzle is why the world provided LTCM with so much money to lose.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"81534","The drive to find and eat food was integral to the survival of our early ancestors.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"112544","No, it's something more amorphous, like, Who do you want to hear it from the next time a plane crashes or a world leader is assassinated?","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"126144","For one thing, it's relentless--80,000 houses.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"13395","He then made a speech in September 1980 in which he laid out the quantities involved and the underlying assumptions.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"35055","Does this mean that you will be happier when the information comes out?","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"9554","Of course, this decision raises plenty of questions of its own.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"141248","He recognized a Christian duty to charity but was gripped by a fear that his charity would be wasted, thereby incriminating him in sin.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"117830","The last national gambling commission was in the mid-1970s.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"62287","But the state does arguably have an interest, compatible with the First Amendment, in stipulating the way those media are used, and Fiss' discussion of those issues is the least aggravating in his book.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"15880","The cover profile makes Jerry Seinfeld seem quite charming, if a tad immature.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"52397","My concern here isn't so much for Leuchter or even the Holocaust revisionists, who'll just think he was sandbagged.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"7613","No horned helmet was found, but the discovery is complicating--perhaps overturning--theories about the settlement of North America.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"35092","I'm no economist, but I believe this is the point President Clinton intends to make in Tokyo tomorrow.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"126279","Nevertheless, they were trumpeted throughout the nation, because the media had little else to talk about.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"65500","Skeptical doctors assert that such NDEs are purely physiological (naval pilots exposed to extreme gravity also have visions of bright lights and a God figure).","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"31423","After the Boston Globe and Boston Mayor Tommy Menino raised a ruckus, however, Harvard's communications director admitted that the school had committed a breach of trust, and promised to be more up front in future maneuvers.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"50001","The Czech expat's second novel written in French causes some reviewers to proclaim his decline.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"78271","Just look at dolphins, the very model of marine sophistication, a creature whose intelligence we're always called upon to admire like some horrible precocious child.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"43955","And the United States is also leading the creation of new international  the Asia-Pacific Economic Cooperation forum, the North Atlantic Free Trade Association, the World Trade Organization, the Kyoto Protocol on Climate Change, and the Chemical Weapons Convention.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"103284","I still get up when a woman enters the room, open a door for her, and offer my seat on a bus.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"90170","July 9, PBS's The NewsHour With Jim Lehrer ran, without comment, all the PDFA's new ads.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"94682","They had a greater tolerance for weight gain, saying it would take a 20 pound gain before they took action, as opposed to the 10 pound gain that would trigger action in higher-income women.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"99791","Even analysts who had argued for loosening the old standards, by which the market was clearly overvalued, now think it has maxed out for a while.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"106401","As we bow gratefully to this wonderful final year of the first century of film, let us hope it is not one of the final years of celluloid itself.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"143228","But the Wall Street Journal says there is still no evidence to confirm conservative theorists' suspicions of a conspiracy between Chinese intelligence agents, the Lippo Group, and John Huang.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"60096","The forgery story churned its way into the Washington Times on Oct. 26.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"137744","Until recently, their industry was illegal almost everywhere.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"11053","Physical modesty is not a Baldwin trait.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"15552","So the winner's curse can't explain the extravagant price of shares in eBay itself.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"128400","Gary Oldman turns himself into some sort of gigantic hominid-bat creature and flaps about in Dracula . The Vampire Master in John Carpenter's Vampires can fly down the road fast enough to catch a speeding car and can stick to the ceiling of a motel room.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"40781","Nobody knew whether there was life on Mars because, oddly enough, nobody had looked until now.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"44194","The effect of these stories from the nether regions of the Vast Right-Wing Conspiracy has been like crying wolf.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"31248","By contrast, Mundell's writings since the early '70s have been discursive, one might almost say rambling, and often reveal a sort of hankering for the lost certainties of the gold standard.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"112634","On the rare occasions the service is queried, it invokes the Dead President.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"33515","It's not hard to see why they use it.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"114482","Researchers are performing placebo-controlled surgical trials in which they cut patients open and sew them back up without doing anything.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"43953","It is also, needless to say, free of any taint of bias or corruption.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"80117","Contrary to David Plotz's Assessment, Winnie-the-Pooh is neither American nor British.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"31966","Et  In an interview on Late Edition , Ken Starr says that if he could do it over again, he would have used the independent counsel's office as a bully pulpit, appearing on television to counter the White House's spin doctors.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"142637","Vouchers need to be worth enough to afford real avenues of escape.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"41434","At the Naval Academy, McCain was nicknamed Punk, and that's what he is.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"96662","Tanenhaus elevates Chambers to the pantheon of great American postwar intellectuals and declares Alger Hiss a Soviet spy, and no critics object.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"32255","The writers had to make their points in terms that people of the time would understand.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"130990","For most hyphenated Americans, a trip to the ancestral lands is enough to reinforce the point--assuming, that is, that there are ancestral lands to speak of.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"58065","Larry then goes astray in my view when he writes, Threats to liberty change.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"71041","Someone asks the CNN guy, How are the ratings these days?","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"86995","What a country should not apologize for is a basically sound foreign policy.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"116381","Meanwhile, Israeli closure of the PA's borders further punishes the Palestinian economy.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"88730","Henry  The Unreality of Being (The Museum of American Folk Art).","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"12562","David Cope, a professor of music at the University of California at Santa Cruz, claims to have created a 42 nd Mozart symphony.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"144291","Little Herring ? What the hell kind of moniker is that?","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"5548","It gets better when they stop to chat.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"62411","But a real predator I know is using, selling, and almost certainly doing other crimes.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"111245","The pope did, however, suggest the extradition of Tinky Winky, for 'crimes against God.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"109328","But it's a heckuva lot more arduous to conduct, in effect, a nationally televised cross-examination than to spend night after night droning, So Ms.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"99215","Clearly, the press has done a lousy job with its focus on behavior such as infidelity or drug use that most people don't care about.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"84345","The report expresses shock at the flagrant illegality of the expenditures.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"78954","In the beginning          there was a great tortoisewho supported the world.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"9347","The Old 97's take their name from The Wreck of the Old 97, a song popularized by Vernon Dalhart in 1924.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"101866","Announcement of the terms sent Galoob's stock plummeting, so that Lucasfilm's options are now out of the money.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"99955","A related piece, based on polls, says that Americans back gay rights in theory but dislike public displays of gay affection.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"53050","The Torah's text has varied over the centuries, and when dealing with ELS, tiny variations can be ruinous.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"53959","Another option is to blend spandex with fleece to make it stretchier and more form-fitting.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"97952","There must be that between them, she thought.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"48970","Here's the  439 feet + (59 feet x 0.6) = 474 feet.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"59894","into prose of crystalline clarity and grace, it is ...","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"42709","Similarly, Bush boasts that he's a uniter, not a divider, while the RLC complains that Forbes, by criticizing Dole in 1996, caused fighting within the Republican Party that was divisive and not inclusive.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"81549","But the overall thrust of the incarceration section of the 1994 edition is that too many criminals are avoiding jail sentences.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"131623","In the depths of the Cold War, many Americans suspected Communists had infiltrated Washington and were about to subvert our democracy.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"66185","The political cleansing that did not happen through the impeachment process leaves Clinton with a great and serious burden.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"48988","When you couple that reality with an overly narrow definition of shareholder value, you end up with a corporate world that must privilege the next quarter over the next decade.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"23483","On Friday's NewsHour , Gigot asks, Is this a Republican Congress?","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"63281","Polls show most people aren't willing to impeach Clinton over the Lewinsky affair, but they do think he's been exposed as a liar and cover-up artist.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"142326","The CMP theory sounds very simple, but it has some remarkable implications.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"1547","To be sure, not all auctions are rip-offs.","dev","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
"76271","Both are Democrats who converted to conservative Republicanism.","train","tbd","tbd","tbd","tbd","tbd","tbd","tbd","tbd","none"
